"","Text","Positive","Negative","Score","PosPercent","NegPercent"
"202","RT @imanikrrish: We don't not hate Hindi.We hate Imposition of Some other language against our wishes.
#StopHindiImposition
#StopHindiImper",0,3,-3,0,100
"203","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"204","@arikisiva I knew he will try this strategy. It will not work in TN!!! #StopHindiImperialism",1,0,1,100,0
"205","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"206","@madan3 I request you to tweet about Tamil language, That its a mother of All language #StopHindiImperialism",0,0,0,0,0
"207","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"208","RT @imanikrrish: We don't not hate Hindi.We hate Imposition of Some other language against our wishes.
#StopHindiImposition
#StopHindiImper",0,3,-3,0,100
"209","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"210","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"211","RT @k_for_krish: when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in diversity.",2,0,2,100,0
"212","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"213","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"214","RT @arikisiva: Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism https://t.",0,0,0,0,0
"215","NEET for doctors
MAT GMAT for management students
And now class 5&amp;8 also having common public examination

But why /BNuivXOCSy",0,0,0,0,0
"216","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"217","RT @nanuramu: The beauty of India is its diversity and numerous languages. The Union government shelling out loads of money to promote only",1,0,1,100,0
"218","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"219","RT @JosephPravin18: Requesting @KanimozhiDMK @jothims @ThamizhachiTh &amp; every other Tamil MPs to speak in their mother tongue inside parliam",0,0,0,0,0
"220","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"221","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"222","@iyaltamizh If he wants one language for India, then nothing more original than  Tamil !! #StopHindiImperialism",0,0,0,0,0
"223","Such kind of separatist mindset is disgusting!
#StopHindiImperialism #StopHindiImposition #HindiImposition /6JlQ4C671i",0,1,-1,0,100
"224","I am a Kannadiga.
Kannada represents me
That makes me an Indian. If only Hindi speaking people represents India the /77cM5q66z4",0,0,0,0,0
"225","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"226","RT @1Paramaatma: There is no Unity without equality!
#StopHindiImperialism
#StopHindiimposition 
#MakeMyLanguageOfficial",1,0,1,100,0
"227","RT @imanikrrish: We don't not hate Hindi.We hate Imposition of Some other language against our wishes.
#StopHindiImposition
#StopHindiImper",0,3,-3,0,100
"228","RT @arikisiva: Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism https://t.",0,0,0,0,0
"229","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"230","RT @blurt2kc: This government is hell bent on destroying every facet of what this country is they want everyone to prescribe to their idea",0,2,-2,0,100
"231","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"232","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"233","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"234","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"235","RT @k_for_krish: when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in diversity.",2,0,2,100,0
"236","RT @ajavgal: even ISRO was asked to Use Hindi ,
just becoz funds are from union govt 
#BlackDayAgainstHindiImposition 
#StopHindiImposition",0,0,0,0,0
"237","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"238","My mother tongue is not Kindi

#StopHindiImposition 
#StopHindiImperialism /D0jyM53na5",0,0,0,0,0
"239","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"240","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"241","RT @Prashi24: India is a Not a hindi Speaking Nation. 
#StopHindiImperialism
#StopHindiImposition",0,0,0,0,0
"242","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"243","@RKRadhakrishn @nsitharaman Sir, Amit Shaa is trending.... One nation one language....

#StopHindiImposition #StopHindiImperialism",0,0,0,0,0
"244","Wherever u go what ever you do hindi can never be imposed on our soil ...
That's why we have  named  our state as t /ZdIIeWCL1n",0,0,0,0,0
"245","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"246","RT @ajavgal: Dear RajaBhasha committee

why not other languages?

#BlackDayAgainstHindiImposition
#StopHindiImperialism
#StopHindiImpositio",0,0,0,0,0
"247","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"248","RT @IamSeaKing: If you try to impose Hindi on us, India will not be United....

We are Indians for 70 years only, but Tamils for 20,000 yea",0,1,-1,0,100
"249","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"250","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"251","RT @TrYashas: Kannada is my National lang, v pay taxes to provide services in my lang, If my country fails to provide services in my lang w",0,1,-1,0,100
"252","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"253","RT @SrujanaDeva: @IndiaToday Someone remind Sha that our unity lies in diversity. We don't need one Lang to represent us. Hindi cannot repr",1,1,0,50,50
"254","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"255","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"256","RT @CommonManOffl: Many Mahararastra &amp; West Bengal people worried of the destruction of Marathi &amp; Bengali respectively due to Hindi

Tamil",0,2,-2,0,100
"257","RT @ajavgal: Discrimination based on language

#BlackDayAgainstHindiImposition 
#StopHindiImperialism 
#StopHindiImposition /kB",0,1,-1,0,100
"258","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"259","RT @imanikrrish: We don't not hate Hindi.We hate Imposition of Some other language against our wishes.
#StopHindiImposition
#StopHindiImper",0,3,-3,0,100
"260","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"261","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"262","#StopHindiImperialism  
Touching very wrong nerves.. 

# /Arzj7SJTty",0,1,-1,0,100
"263","RT @senthilchandr: @News18TamilNadu My mother tongue is Tamil and I will only speak in that. @MVenkaiahNaidu so your mother tongue is now H",0,0,0,0,0
"264","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"265","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"266","RT @IamSeaKing: If you try to impose Hindi on us, India will not be United....

We are Indians for 70 years only, but Tamils for 20,000 yea",0,1,-1,0,100
"267","RT @DrNiranjani_G: It's a working day for us, just to celebrate hindi diwas. Classic example of ""shoving down the throat""
#StopHindiImperia",2,0,2,100,0
"268","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"269","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"270","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"271","RT @JosephPravin18: Requesting @KanimozhiDMK @jothims @ThamizhachiTh &amp; every other Tamil MPs to speak in their mother tongue inside parliam",0,0,0,0,0
"272","RT @ajavgal: only 3 union govt websites are available in Kannada, rest are all in Hindi/English

#BlackDayAgainstHindiImposition
#StopHindi",1,0,1,100,0
"273","My mother tongue is Tamil and I will only speak in that. @MVenkaiahNaidu so your mother tongue is now Hindi ? Tell /yHGYE6XiZI",0,0,0,0,0
"274","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"275","Any1/any who asks fellow deshvasis 2 learn n adopt Hindi hasn't understood dis country!they r the real threat 2 dis /wiMuyIVcL7",0,1,-1,0,100
"276","India is a Not a hindi Speaking Nation. 
#StopHindiImperialism
#StopHindiImposition",0,0,0,0,0
"277","RT @k_for_krish: when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in diversity.",2,0,2,100,0
"278","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"279","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"280","Requesting @KanimozhiDMK @jothims @ThamizhachiTh &amp; every other Tamil MPs to speak in their mother tongue inside par /vbfUmK4GRm",0,0,0,0,0
"281","@News18TamilNadu My mother tongue is Tamil and I will only speak in that. @MVenkaiahNaidu so your mother tongue is /XsMFUIg5jZ",0,0,0,0,0
"282","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"283","@IndiaToday My primary language is #Kannada .. who is he to make #Hindi a primary language of India? /LHb5Ol3rvL",0,0,0,0,0
"284","RT @tarauk: India isnt an island. Want most spoken language internally &amp; externally, its English. Want Indian language spoken officially",0,0,0,0,0
"285","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"286","When it comes to boycott of Hindi, the South Indian states have done a commendable job.
I want to recall the story /ubo2VeK9A0",1,1,0,50,50
"287","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"288","RT @Jeganb79: if it is your birth day celebrate. Why are you asking me to celebrate.  #StopHindiImperialism #StopHindiImperialism 

I will",2,0,2,100,0
"289","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"290","Well said  
#StopHindiImposition
#StopHindiImperialism /ImpuFGwAPg",1,0,1,100,0
"291","RT @AHeggade: Opposing Hindi Imposition has nothing to do with hate, it is only to avoid other languages getting killed.

#BlackDayAgainstH",0,3,-3,0,100
"292","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"293","RT @MissFurioso: The audacity to certify one language as the language of a nation of over a billion population proves that this party does",1,1,0,50,50
"294","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"295","Hindi speakers do not have any inherent God given right to be catered to in their own language across the country w /VZTIR68GKg",1,0,1,100,0
"296","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"297","@AmitShah With due respect to Hindi,

#StopHindiImperialism #StopHindiImposition #HindiImposition",1,0,1,100,0
"298","RT @selvaC00l: #StopHindiImposition
This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness i",2,0,2,100,0
"299","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"300"," #RiseYourVoiceLetsMakeSomeNoise 

Our #BattleCry in this war
#StopHindiImposition  #StopHindiImperialism /qJxSU8bHdy",0,0,0,0,0
"301","RT @fnoble20: @SwamiGeetika Why should we learn Hindi when we have a great language tamil #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"302","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"303","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"304","We don't not hate Hindi.We hate Imposition of Some other language against our wishes.
#StopHindiImposition /5pQfGAZqzp",0,3,-3,0,100
"305","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"306","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"307","#StopHindiImposition 
#StopHindiImperialism 

Trending in India at Top 2 Positions!! 

#TNagainstHindi ",1,0,1,100,0
"308","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"309","RT @chillyramesh: Trying to convert entire india into UP.

#StopHindiImperialism #StopHindiImposition",0,0,0,0,0
"310","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"311","RT @NihalKirnalli: This man clearly doesn't understand what ""Unity in Diversity"" means. 

India's multiple language-ness itself has its rec",2,0,2,100,0
"312","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"313","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"314","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"315","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"316","Do good for others. It will come back in unexpected ways.

FLYER EATS - Online Delivery
#pollachi #karur /QDyHYDXJus",1,1,0,50,50
"317","#_ 
#HindiDiwas 
Hindi just like anyother language must be promoted and appreciated. But I am against this /EcudjT52dH",2,0,2,100,0
"318","Because of your inability and selfish goals if you try to destroy India's Diversity and Uniqueness we will kick you /LWFAhi96zR",0,3,-3,0,100
"319","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"320","Language is my Choice.
If I wanna learn Hindi , I ll learn

You can't impose anything. India is like a Continent co /9XT4ZdNeH7",1,1,0,50,50
"321","One nation, One language, One chaddi!
#StopHindiImposition #StopHindiImperialism",0,0,0,0,0
"322","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"323","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"324","RT @vinay4884: @ChaturMan6 @s_karkala In which language you are communicating now.simple answer.#StopHindiImperialism #stophindiimposition",0,0,0,0,0
"325","RT @ajavgal: Customers were treated badly for speaking in Kannada in Karnataka

report in Today's @NewIndianXpress

#BlackDayAgainstHindiIm",0,1,-1,0,100
"326","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"327","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"328","RT @iam_manoj_kumar: They will say
One Nation
One language
One Religion

Never One Caste

Know the difference

They will  exploit you.
#Sto",0,1,-1,0,100
"329","RT @NicheBrain: We spent a century defending our linguistic rights. Isn't it time for offensive?

What comes as complementary with Hindi, o",1,1,0,50,50
"330","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"331","RT @arikisiva: Let us unite as Tamils 
#StopHindiImposition #StopHindiImperialism /rylyS38SUp",0,0,0,0,0
"332","RT @arikisiva: Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism https://t.",0,0,0,0,0
"333","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"334","Why these so called educated North Indian not understand difference between National language &amp; official language . /5nGsyBqtna",1,0,1,100,0
"335","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"336","RT @k_for_krish: when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in diversity.",2,0,2,100,0
"337","#HindiDiwas2019 #StopHindiImperialism #StopHindiImposition Hindi can't be the national language never will be.",0,0,0,0,0
"338","@i_am_karuna Why you want to impose a regional language Hindi on non Hindi speakers? Pls have some shame /eythTO61JQ",0,2,-2,0,100
"339","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"340"," Hindi written in Tamil. Why these guys are hell bent on imposing Hindi
#StopHindiImposition #StopHindiImperialism /9dZPrtwY40",0,3,-3,0,100
"341","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"342","@CNNnews18 @AmitShah @maryashakil My mother tongue is Tamil and I will only speak in that. @MVenkaiahNaidu so your /eMzHOuYBhY",0,0,0,0,0
"343","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"344","@AmitShah Yes, we are mixed up with different languages, that's the beauty of India....
and we no need of hindi, ju /zC24nQJlkS",1,0,1,100,0
"345","RT @Indic_Swapnil: #StopHindiImposition #StopHindiImperialism 
You will never find any Odia,Gujrati,Bengali,punjabietc people protesting ag",0,1,-1,0,100
"346","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"347","RT @ArbazJunaid: One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know what the",0,0,0,0,0
"348","Yo fellow Indians*, please learn!

#StopHindiImposition #StopHindiImperialism /1Gxbj1csnj",0,0,0,0,0
"349","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"350","RT @kiranmbhat: Days are not too far where Non-Hindi people will be put on house arrest like in Kashmir and Hindi will be made National Lan",1,0,1,100,0
"351","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"352","RT @rsponnathpur: Our flag, our anthem, our emblem, our language, our culture, our identity. This is everything for us. We shall resist imp",0,0,0,0,0
"353","RT @k_for_krish: when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in diversity.",2,0,2,100,0
"354","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"355","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"356","RT @arikisiva: Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism https://t.",0,0,0,0,0
"357","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"358","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"359","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"360","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"361","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"362","@AmitShah ok we will learn hindi,  will you learn words oldest living( not dead language sanskrit) language tamil? /Pmz1y2ohI8",0,1,-1,0,100
"363","RT @DravidanTalkies: Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was introduc",0,0,0,0,0
"364","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"365","#StopHindiImperialism 
#StopHindiImposition 
Plz don't make Hindi national language, we will never accept it, we re /L9mZElhSD3",0,0,0,0,0
"366","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"367","@Mugilan__C @rajakumaari They do not have any self respect #StopUraniumMining #StopHindiImposition #StopHindiImperialism",1,0,1,100,0
"368","Excerpts of @tiruchisiva  speech during official language private member bill during March-2013. The bill was intro /XzqfT1g4Z3",0,0,0,0,0
"369","@narendramodi @amitshah @Atheist_Krishna #StopHindiImperialism we dont want #HindiImposition Telugu people want #",0,0,0,0,0
"370","RT @RanjeethKa: #StopHindiImperialism 
#StopHindiImposition
This amman pada villian /AHlrWZPrA3",0,1,-1,0,100
"371","RT @iam_gdhev: Do one thing @AmitShah stop collecting taxes from non Hindi speaking states and then start promoting ur lang...u need our ta",0,0,0,0,0
"372","when ever you promote #hindhi.. we promote #StopHindiImposition 10x faster than you. first learn about unity in div /q8FM9lR3w7",2,0,2,100,0
"373","One Country One Tax #GST
GST council is still making Changes...
Now, One Country One Language #Hindi
I don't know w /zt6WLE74tS",0,0,0,0,0
"374","Hindi is an Alien language for most of us in tamilnadu. We are not against hindi language and we will learn it if i /CM4vB7JHOO",0,0,0,0,0
"375","If you try to impose Hindi on us, India will not be United....

We are Indians for 70 years only, but Tamils for 20 /1gmr19TaZ2",0,1,-1,0,100
"376","RT @iamSanthoshvvs: How many times we have to tell you this 
#StopHindiImperialism /48b9MLg5US",0,0,0,0,0
"377","RT @sajithra: Tamil is one of the official languages in Srilanka and Singapore @AmitShah.
We don't want to become a pack of hyenas. What wo",0,0,0,0,0
"378","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"379","Stop using Bapu's and Patel's name in enshrining such values. They never stood for such a thing. Their values were /51f3OAKTbf",0,0,0,0,0
"380","There seems to be continuous attacks on the plurality and diversity of our country! I can still wrap my head around /KTOmunyLq7",0,1,-1,0,100
"381","Then. Now. Forever .
We Tamils are always against Language IMPOSITION.

Its Time for Other States to oppose /hY2yLpRTJN",0,2,-2,0,100
"382","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"383","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"384","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"385","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"386","- Hindi is not every Indians mother tongue

- Hindi is not the national language 

- Hindi is just one of 22 offic /4EUckJXNFD",0,0,0,0,0
"387","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"388","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"389","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"390","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"391","RT @arikisiva: Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism https://t.",0,0,0,0,0
"392","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"393","RT @iamSanthoshvvs: How many times we have to tell you this 
#StopHindiImperialism /48b9MLg5US",0,0,0,0,0
"394","@Bad_Boy_BB It clearly slaps with a slipper dipped in cow dung! Saying...
INDIA IS NOT HINDIA
#StopHindiImposition #StopHindiImperialism",1,1,0,50,50
"395","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"396","Tamil is one of the longest-survivingclassical languagesin the world
#StopHindiImposition #StopHindiImperialism /0A3FvaHTk4",0,0,0,0,0
"397","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
"398","RT @TrollywoodOffl: To Mr. Amitshah..

#StopHindiImposition #StopHindiImperialism /tND2nEcHJo",0,0,0,0,0
"399","RT @niranjan2428: Now Every non Hindi speaking States opposing Hindi imposing. This is our India!!

#StopHindiImperialism 
#HindiIsNotOu",0,1,-1,0,100
"400","#StopHindiImperialism 
#StopHindiImposition
This amman pada villian /AHlrWZPrA3",0,1,-1,0,100
"401","@CNNnews18 @AmitShah @maryashakil World knews that Indias pride lies in diversity... Its a subcontinent with integr /pudebsAu0i",1,1,0,50,50
"402","RT @iyaltamizh: This not a Jammu and Kashmir this is Tamilnadu, you cannot. #StopHindiImposition #StopHindiImperialism /GAYpV0M",0,0,0,0,0
"403","@AmitShah @rashtrapatibhvn @PMOIndia @RBI @CMofKarnataka #StopHindiImperialism, we want equality among all schedule /74kDBPpLR3",0,0,0,0,0
"404","RT @SrujanaDeva: To all the Hindi speakers, please see 

#StopHindiImperialism #StopHindiImposition /KcQszhghLW",0,0,0,0,0
